index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
1178	deathbit					knife/throwing_knife	knife/throwing_knife	knife/throwing_knife
1179	warshrike					knife/warshrike	knife/warshrike	knife/warshrike
1180	gutsiphon					bow/doomspittle	bow/doomspittle	bow/doomspittle
1181	razoredge					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1182	demonlimb					club/stoutnail	club/stoutnail	club/stoutnail
1183	steelshade					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1184	tomb_reaver					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1185	deathss_web					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1186	natures_peace					ring/ring	ring/ring	ring/ring
1187	azurewrath					sword/crystal_sword	sword/crystal_sword	sword/crystal_sword
1188	seraphs_hymn					amulet/amulet2	amulet/amulet2	amulet/amulet2
1189	fleshripper					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1190	horizons_tornado					mace/flail	mace/flail	mace/flail
1191	stone_crusher					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1192	jadetalon					h2h/katar	h2h/katar	h2h/katar
1193	shadowdancer					boot/plate_boots	boot/plate_boots	boot/plate_boots
1194	cerebus					pelt/wolf_head	pelt/wolf_head	pelt/wolf_head
1195	tyraels_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1196	souldrain					glove/bracers_m	glove/bracers_m	glove/bracers_m
1197	runemaster					axe/double_axe	axe/double_axe	axe/double_axe
1198	deathcleaver					axe/war_axe	axe/war_axe	axe/war_axe
1199	executioners_justice					axe/giant_axe	axe/the_minataur	axe/giant_axe
1200	stoneraven					spear/maiden_spear	spear/maiden_spear	spear/maiden_spear
1201	leviathan					armor/field_plate	armor/field_plate	armor/field_plate
1202	wisp					ring/ring	ring/ring	ring/ring
1203	gargoyles_bite					javelin/throwing_spear	javelin/throwing_spear	javelin/throwing_spear
1204	lacerator					axe/balanced_axe	axe/balanced_axe	axe/balanced_axe
1205	mang_songs_lesson					staff/skullcollector	staff/skullcollector	staff/skullcollector
1206	viperfork					spear/brandistock	spear/soulfeast_tine	spear/brandistock
1207	ethereal_edge					axe/broad_axe	axe/broad_axe	axe/broad_axe
1208	demonhorns_edge					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1209	the_reapers_toll					polearm/scythe	polearm/scythe	polearm/scythe
1210	spiritkeeper					pelt/antlers	pelt/antlers	pelt/antlers
1211	hellrack					bow/hellcast	bow/hellcast	bow/hellcast
1212	alma_negra					shield/rondache	shield/rondache	shield/rondache
1213	darkforge_spawn					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1214	widowmaker					bow/hellclap	bow/hellclap	bow/hellclap
1215	bloodravens_charge					bow/hellclap	bow/hellclap	bow/hellclap
1216	ghostflame					knife/blade	knife/stormspike	knife/blade
1217	shadowkiller					h2h/shadowkiller	h2h/shadowkiller	h2h/shadowkiller
1218	gimmershred					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1219	griffons_eye					circlet/diadem	circlet/tiara	circlet/diadem
1220	windhammer					hammer/maul	hammer/maul	hammer/maul
1221	thunderstroke					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1222	demons_arch					javelin/short_spear	javelin/short_spear	javelin/short_spear
1223	boneflame					voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head
1224	steelpillar					spear/pike	spear/pike	spear/pike
1225	nightwings_veil					helmet/great_helm	helmet/great_helm	helmet/great_helm
1226	crown_of_ages					helmet/crown	helmet/crown_of_thieves	helmet/crown
1227	andariels_visage					helmet/mask	helmet/mask	helmet/mask
1228	dragonscale					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1229	steel_carapice					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1230	medusas_gaze					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1231	ravenlore					pelt/falcon_mask	pelt/falcon_mask	pelt/falcon_mask
1232	boneshade					wand/gravenspine	wand/gravenspine	wand/gravenspine
1233	flamebellow					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1234	fathom					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1235	wolfhowl					helmet/fanged_helm	helmet/fanged_helm	helmet/fanged_helm
1236	spirit_ward					shield/the_ward	shield/the_ward	shield/the_ward
1237	kiras_guardian					circlet/tiara	circlet/tiara	circlet/diadem
1238	ormus_robes					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1239	gheeds_fortune					charm/gheeds_fortune	charm/gheeds_fortune	charm/gheeds_fortune
1240	stormlash					mace/flail	mace/flail	mace/flail
1241	halaberds_reign					helmet/assault_helmet	helmet/assault_helmet	helmet/assault_helmet
1242	spike_thorn					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1243	draculs_grasp					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1244	frostwind					sword/hellplague	sword/hellplague	sword/hellplague
1245	templars_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1246	eschutas_temper					orb/sacred_globe	orb/sacred_globe	orb/sacred_globe
1247	firelizards_talons					h2h/claws	h2h/claws	h2h/claws
1248	sandstorm_trek					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1249	marrowwalk					boot/chain_boots	boot/chain_boots	boot/chain_boots
1250	heavens_light					scepter/scepter	scepter/scepter	scepter/scepter
1251	arachnid_mesh					belt/sash_l	belt/sash_l	belt/sash_l
1252	nosferatus_coil					belt/light_belt	belt/light_belt	belt/light_belt
1253	metalgrid					amulet/amulet	amulet/amulet	amulet/amulet
1254	verdugos_hearty_cord					belt/belt_m	belt/belt_m	belt/belt_m
1255	carrion_wind					ring/ring	ring/ring	ring/ring
1256	giantskull					helmet/bone_helm	helmet/bone_helm	helmet/bone_helm
1257	ironward					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1258	annihilus					quest/mephisto_soul_stone	quest/mephisto_soul_stone	quest/mephisto_soul_stone
1259	ariocs_needle					spear/spear	spear/spear	spear/spear
1260	cranebeak					axe/mindrend	axe/mindrend	axe/mindrend
1261	nords_tenderizer					club/felloak	club/felloak	club/felloak
1262	earthshifter					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1263	wraithflight					javelin/glaive	javelin/glaive	javelin/glaive
1264	bonehew					polearm/bardiche	polearm/bardiche	polearm/bardiche
1265	ondals_wisdom					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1266	the_reedeemer					scepter/scepter	scepter/scepter	scepter/scepter
1267	headhunters_glory					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1268	steelrend					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1269	rainbow_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1270	hellfire_torch					torch/torch	torch/torch	torch/torch
1271	cold_rupture					charm/charm_large	charm/charm_large	charm/charm_large
1272	flame_rift					charm/charm_large	charm/charm_large	charm/charm_large
1273	crack_of_the_heavens					charm/charm_large	charm/charm_large	charm/charm_large
1274	rotting_fissure					charm/charm_large	charm/charm_large	charm/charm_large
1275	bone_break					charm/charm_large	charm/charm_large	charm/charm_large
1276	black_cleft					charm/charm_large	charm/charm_large	charm/charm_large
1277	startin_charm					charm/charm_start	charm/charm_start	charm/charm_start
1278	charm_level					charm/charm_level	charm/charm_level	charm/charm_level
